region	XYcellid	X:X	Y:Y	celltypes	efact
reg8	1074.5__810.5	1074.5	810.5	Macrophage	2
reg8	1075__870	1075	870	Tumor	2
reg8	1076__1582	1076	1582	CD8T	2
reg8	1076.5__534	1076.5	534	CD4T	2
reg8	1076.5__1013.5	1076.5	1013.5	Macrophage	2
reg8	1078__478.5	1078	478.5	Tumor	2
reg8	1079.5__451	1079.5	451	CD8T	2
reg8	1083.5__794.5	1083.5	794.5	Treg	2
reg8	1084__1702	1084	1702	CD4T	2
reg8	1084.5__1085	1084.5	1085	Bcell	2
reg8	1087.5__948.5	1087.5	948.5	Tumor	2
reg8	1088.5__1553.5	1088.5	1553.5	Stroma	2
reg8	1090.5__1128.5	1090.5	1128.5	Macrophage	2
reg8	1091__1155.5	1091	1155.5	Tumor	2
reg8	1091.5__1677	1091.5	1677	CD8T	2
reg8	1091.5__568	1091.5	568	CD4T	2
reg8	1092.5__717.5	1092.5	717.5	Macrophage	2
reg8	1093__1646	1093	1646	Tumor	2
reg8	1093__1492	1093	1492	CD8T	2
reg8	1095.5__439	1095.5	439	Treg	2
reg8	1097.5__459	1097.5	459	CD4T	2
reg8	1099__779.5	1099	779.5	Bcell	2
reg8	1099.5__622.5	1099.5	622.5	Tumor	2
reg8	1100__980.5	1100	980.5	Stroma	2
reg8	1100.5__1238	1100.5	1238	Macrophage	2
reg8	1101__669	1101	669	Tumor	2
reg8	1102__927	1102	927	CD8T	2
reg8	1102__1354	1102	1354	CD4T	2
reg8	1102.5__418	1102.5	418	Macrophage	2
reg8	1103__1696	1103	1696	Tumor	2
reg8	1103__1194.5	1103	1194.5	CD8T	2
reg8	1104.5__1378.5	1104.5	1378.5	Treg	2
reg8	1105__751	1105	751	CD4T	2
reg8	1106__1710.5	1106	1710.5	Bcell	2
reg8	1107.5__1614	1107.5	1614	Tumor	2
reg8	1109.5__640.5	1109.5	640.5	Stroma	2
reg8	1110.5__1676	1110.5	1676	Macrophage	2
reg8	1111__1409	1111	1409	Tumor	2
reg8	1111__1545.5	1111	1545.5	CD8T	2
reg8	1112.5__580.5	1112.5	580.5	CD4T	2
reg8	1112.5__709.5	1112.5	709.5	Macrophage	2
reg8	1113.5__1628	1113.5	1628	Tumor	2
reg8	1113.5__1280.5	1113.5	1280.5	CD8T	2
reg8	1114.5__1079.5	1114.5	1079.5	Treg	2
reg8	1114.5__1505	1114.5	1505	CD4T	2
reg8	1115__1478	1115	1478	Bcell	2
reg8	1115.5__1159	1115.5	1159	Tumor	2
reg8	1116__1653.5	1116	1653.5	Stroma	2
reg8	1118.5__474.5	1118.5	474.5	Macrophage	2
reg8	1119.5__452.5	1119.5	452.5	Tumor	2
reg8	1120__835.5	1120	835.5	CD8T	2
reg8	1123__431	1123	431	CD4T	2
reg8	1123.5__1036.5	1123.5	1036.5	Macrophage	2
reg8	1127__802.5	1127	802.5	Tumor	2
reg8	1127.5__897.5	1127.5	897.5	CD8T	2
reg8	1127.5__1364.5	1127.5	1364.5	Treg	2
reg8	1129.5__1429	1129.5	1429	CD4T	2
reg8	1133.5__1195	1133.5	1195	Bcell	2
reg8	1134.5__553	1134.5	553	Tumor	2
reg8	1135__1694.5	1135	1694.5	Stroma	2
reg8	1137__1158	1137	1158	Macrophage	2
reg8	1138.5__524.5	1138.5	524.5	Tumor	2
reg8	1141__790.5	1141	790.5	CD8T	2
reg8	1141__1114	1141	1114	CD4T	2
reg8	1141.5__1735	1141.5	1735	Macrophage	2
reg8	1143__678.5	1143	678.5	Tumor	2
reg8	1143.5__834.5	1143.5	834.5	CD8T	2
reg8	1143.5__1576	1143.5	1576	Treg	2
reg8	1146.5__1405	1146.5	1405	CD4T	2
reg8	1147.5__993.5	1147.5	993.5	Bcell	2
reg8	1149__1058	1149	1058	Tumor	2
reg8	1149__1318.5	1149	1318.5	Stroma	2
reg8	1149.5__1508.5	1149.5	1508.5	Macrophage	2
reg8	1151__1224.5	1151	1224.5	Tumor	2
reg8	1152__482	1152	482	CD8T	2
reg8	1152.5__1533	1152.5	1533	CD4T	2
reg8	1154.5__1158	1154.5	1158	Macrophage	2
reg8	1155.5__1249	1155.5	1249	Tumor	2
reg8	1156__929	1156	929	CD8T	2
reg8	1158.5__1492	1158.5	1492	Treg	2
reg8	1161__1428	1161	1428	CD4T	2
reg8	1161__1451.5	1161	1451.5	Bcell	2
reg8	1161.5__1278	1161.5	1278	Tumor	2
reg8	1164.5__889.5	1164.5	889.5	Stroma	2
reg8	1164.5__960.5	1164.5	960.5	Macrophage	2
reg8	1167.5__919.5	1167.5	919.5	Tumor	2
reg8	1168__498	1168	498	CD8T	2
reg8	1168__706	1168	706	CD4T	2
reg8	1170__1626.5	1170	1626.5	Macrophage	2
reg8	1170.5__466	1170.5	466	Tumor	2
reg8	1171__1049	1171	1049	CD8T	2
reg8	1171.5__1453	1171.5	1453	Treg	2
reg8	1173__1390.5	1173	1390.5	CD4T	2
reg8	1174.5__1532	1174.5	1532	Bcell	2
reg8	1176.5__1496.5	1176.5	1496.5	Tumor	2
reg8	1177.5__515	1177.5	515	Stroma	2
reg8	1180__727	1180	727	Macrophage	2
reg8	1181.5__1425.5	1181.5	1425.5	Tumor	2
reg8	1182__674.5	1182	674.5	CD8T	2
reg8	1182__1405.5	1182	1405.5	CD4T	2
reg8	1184__526	1184	526	Macrophage	2
reg8	1187__1618.5	1187	1618.5	Tumor	2
reg8	1187.5__1554.5	1187.5	1554.5	CD8T	2
reg8	1188.5__1441.5	1188.5	1441.5	Treg	2
reg8	1189.5__651.5	1189.5	651.5	CD4T	2
reg8	1192__994.5	1192	994.5	Bcell	2
reg8	1193.5__740.5	1193.5	740.5	Tumor	2
reg8	1195__958.5	1195	958.5	Stroma	2
reg8	1197.5__1597.5	1197.5	1597.5	Macrophage	2
reg8	1198.5__876	1198.5	876	Tumor	2
reg8	1201.5__1270.5	1201.5	1270.5	CD8T	2
reg8	1203__527	1203	527	CD4T	2
reg8	1204__619	1204	619	Macrophage	2
reg8	1204__808.5	1204	808.5	Tumor	2
reg8	1209__776.5	1209	776.5	CD8T	2
reg8	1209.5__1001	1209.5	1001	Treg	2
reg8	1210.5__1479	1210.5	1479	CD4T	2
reg8	1214__1351.5	1214	1351.5	Bcell	2
reg8	1214.5__1670.5	1214.5	1670.5	Tumor	2
reg8	1215__1694	1215	1694	Stroma	2
reg8	1222__1642	1222	1642	Macrophage	2
reg8	1223.5__1591	1223.5	1591	Tumor	2
reg8	1224__592.5	1224	592.5	CD8T	2
reg8	1224__814.5	1224	814.5	CD4T	2
reg8	1226.5__518.5	1226.5	518.5	Macrophage	2
reg8	1227__982	1227	982	Tumor	2
reg8	1229__956.5	1229	956.5	CD8T	2
reg8	1229.5__1008	1229.5	1008	Treg	2
reg8	1229.5__1132	1229.5	1132	CD4T	2
reg8	1229.5__1232.5	1229.5	1232.5	Bcell	2
reg8	1230__1483.5	1230	1483.5	Tumor	2
reg8	1231__644.5	1231	644.5	Stroma	2
reg8	1232.5__937.5	1232.5	937.5	Macrophage	2
reg8	1234__615	1234	615	Tumor	2
reg8	1234.5__776	1234.5	776	CD8T	2
reg8	1236__1333.5	1236	1333.5	CD4T	2
reg8	1236.5__1361.5	1236.5	1361.5	Macrophage	2
reg8	1238__489	1238	489	Tumor	2
reg8	1238__806	1238	806	CD8T	2
reg8	1238.5__563	1238.5	563	Treg	2
reg8	1238.5__1069.5	1238.5	1069.5	CD4T	2
reg8	1239.5__685.5	1239.5	685.5	Bcell	2
reg8	1240__1515.5	1240	1515.5	Tumor	2
reg8	1240.5__632	1240.5	632	Stroma	2
reg8	1242.5__1472	1242.5	1472	Macrophage	2
reg8	1244.5__599	1244.5	599	Tumor	2
reg8	1244.5__1014.5	1244.5	1014.5	CD8T	2
reg8	1245.5__1498	1245.5	1498	CD4T	2
reg8	1246__1618	1246	1618	Macrophage	2
reg8	1246.5__1718.5	1246.5	1718.5	Tumor	2
reg8	1247__1581	1247	1581	CD8T	2
reg8	1247.5__1600	1247.5	1600	Treg	2
reg8	1248__1566	1248	1566	CD4T	2
reg8	1249__1307	1249	1307	Bcell	2
reg8	1251.5__858.5	1251.5	858.5	Tumor	2
reg8	1252__1235	1252	1235	Stroma	2
reg8	1252.5__937.5	1252.5	937.5	Macrophage	2
reg8	1254__1129	1254	1129	Tumor	2
reg8	1254.5__1549	1254.5	1549	CD8T	2
reg8	1255.5__1333	1255.5	1333	CD4T	2
reg8	1256.5__1702	1256.5	1702	Macrophage	2
reg8	1258.5__584.5	1258.5	584.5	Tumor	2
reg8	1259.5__668	1259.5	668	CD8T	2
reg8	1260__1638.5	1260	1638.5	Treg	2
reg8	1260__1172.5	1260	1172.5	CD4T	2
reg8	1260.5__1141.5	1260.5	1141.5	Bcell	2
reg8	1262.5__689	1262.5	689	Tumor	2
reg8	1263__1304	1263	1304	Stroma	2
reg8	1264__527	1264	527	Macrophage	2
reg8	1264.5__475	1264.5	475	Tumor	2
reg8	1265__1393.5	1265	1393.5	CD8T	2
reg8	1266.5__822	1266.5	822	CD4T	2
reg8	1267.5__1602	1267.5	1602	Macrophage	2
reg8	1269__867	1269	867	Tumor	2
reg8	1269.5__1113.5	1269.5	1113.5	CD8T	2
reg8	1274.5__1673.5	1274.5	1673.5	Treg	2
reg8	1276__642.5	1276	642.5	CD4T	2
reg8	1278__898.5	1278	898.5	Bcell	2
reg8	1278__1144.5	1278	1144.5	Tumor	2
reg8	1278__1182	1278	1182	Stroma	2
reg8	1278.5__1592.5	1278.5	1592.5	Macrophage	2
reg8	1279__1513.5	1279	1513.5	Tumor	2
reg8	1279.5__1630	1279.5	1630	CD8T	2
reg8	1280__1023	1280	1023	CD4T	2
reg8	1280.5__677	1280.5	677	Macrophage	2
reg8	1281.5__585	1281.5	585	Tumor	2
reg8	1282.5__1477	1282.5	1477	CD8T	2
reg8	1283.5__928.5	1283.5	928.5	Treg	2
reg8	1283.5__1212	1283.5	1212	CD4T	2
reg8	1283.5__1551	1283.5	1551	Bcell	2
reg8	1284.5__1427.5	1284.5	1427.5	Tumor	2
reg8	1286__687	1286	687	Stroma	2
reg8	1286.5__508.5	1286.5	508.5	Macrophage	2
reg8	1287__1686	1287	1686	Tumor	2
reg8	1287.5__1602.5	1287.5	1602.5	CD8T	2
reg8	1290__1008.5	1290	1008.5	CD4T	2
reg8	1291.5__1538	1291.5	1538	Macrophage	2
reg8	1293__1161.5	1293	1161.5	Tumor	2
reg8	1293.5__549.5	1293.5	549.5	CD8T	2
reg8	1293.5__1361	1293.5	1361	Treg	2
reg8	1294.5__824	1294.5	824	CD4T	2
reg8	1295__1128	1295	1128	Bcell	2
reg8	1297__787.5	1297	787.5	Tumor	2
reg8	1298__583	1298	583	Stroma	2
reg8	1300__1669	1300	1669	Macrophage	2
reg8	1300.5__1071	1300.5	1071	Tumor	2
reg8	1301__526	1301	526	CD8T	2
reg8	1301.5__1039	1301.5	1039	CD4T	2
reg8	1301.5__1514	1301.5	1514	Macrophage	2
reg8	1302__478.5	1302	478.5	Tumor	2
reg8	1303__1627	1303	1627	CD8T	2
reg8	1303.5__1566	1303.5	1566	Treg	2
reg8	1307__1604.5	1307	1604.5	CD4T	2
reg8	1308.5__610.5	1308.5	610.5	Bcell	2
reg8	1308.5__1537.5	1308.5	1537.5	Tumor	2
reg8	1309.5__1469.5	1309.5	1469.5	Stroma	2
reg8	1310__1685	1310	1685	Macrophage	2
reg8	1318__658.5	1318	658.5	Tumor	2
reg8	1318.5__1112	1318.5	1112	CD8T	2
reg8	1318.5__1132	1318.5	1132	CD4T	2
reg8	1318.5__1303.5	1318.5	1303.5	Macrophage	2
reg8	1321__1054.5	1321	1054.5	Tumor	2
reg8	1321.5__1164	1321.5	1164	CD8T	2
reg8	1322.5__1622.5	1322.5	1622.5	Treg	2
reg8	1323__635.5	1323	635.5	CD4T	2
reg8	1323__1560.5	1323	1560.5	Bcell	2
reg8	1323.5__699	1323.5	699	Tumor	2
reg8	1325.5__675.5	1325.5	675.5	Stroma	2
reg8	1325.5__787.5	1325.5	787.5	Macrophage	2
reg8	1326.5__1659.5	1326.5	1659.5	Tumor	2
reg8	1326.5__564	1326.5	564	CD8T	2
reg8	1332__1185.5	1332	1185.5	CD4T	2
reg8	1334.5__1595.5	1334.5	1595.5	Macrophage	2
reg8	1335__1692	1335	1692	Tumor	2
reg8	1335__606	1335	606	CD8T	2
reg8	1335__650	1335	650	Treg	2
reg8	1335.5__817.5	1335.5	817.5	CD4T	2
reg8	1337__794.5	1337	794.5	Bcell	2
reg8	1337.5__1028.5	1337.5	1028.5	Tumor	2
reg8	1338__1458	1338	1458	Stroma	2
reg8	1339__1507.5	1339	1507.5	Macrophage	2
reg8	1342__1302.5	1342	1302.5	Tumor	2
reg8	1345__1172	1345	1172	CD8T	2
reg8	1345.5__1647.5	1345.5	1647.5	CD4T	2
reg8	1345.5__835	1345.5	835	Macrophage	2
reg8	1346.5__1041.5	1346.5	1041.5	Tumor	2
reg8	1348.5__856	1348.5	856	CD8T	2
reg8	1349.5__556	1349.5	556	Treg	2
reg8	1351__878.5	1351	878.5	CD4T	2
reg8	1351.5__507	1351.5	507	Bcell	2
reg8	1352__1123	1352	1123	Tumor	2
reg8	1353.5__656.5	1353.5	656.5	Stroma	2
reg8	1354__1299.5	1354	1299.5	Macrophage	2
reg8	1355__681	1355	681	Tumor	2
reg8	1355__1097	1355	1097	CD8T	2
reg8	1355.5__1150.5	1355.5	1150.5	CD4T	2
reg8	1358__1182	1358	1182	Macrophage	2
reg8	1358__1277.5	1358	1277.5	Tumor	2
reg8	1358.5__991	1358.5	991	CD8T	2
reg8	1360__486.5	1360	486.5	Treg	2
reg8	1361__1597	1361	1597	CD4T	2
reg8	1361.5__1061.5	1361.5	1061.5	Bcell	2
reg8	1362__716	1362	716	Tumor	2
reg8	1363__567.5	1363	567.5	Stroma	2
reg8	1365__1632.5	1365	1632.5	Macrophage	2
reg8	1366__899	1366	899	Tumor	2
reg8	1366.5__542	1366.5	542	CD8T	2
reg8	1366.5__1547	1366.5	1547	CD4T	2
reg8	1368__1574	1368	1574	Macrophage	2
reg8	1368.5__516.5	1368.5	516.5	Tumor	2
reg8	1371__589	1371	589	CD8T	2
reg8	1371.5__1440	1371.5	1440	Treg	2
reg8	1373__972	1373	972	CD4T	2
reg8	1373__1299	1373	1299	Bcell	2
reg8	1375__1141.5	1375	1141.5	Tumor	2
reg8	1376__1104	1376	1104	Stroma	2
reg8	1376__1218.5	1376	1218.5	Macrophage	2
reg8	1377.5__836.5	1377.5	836.5	Tumor	2
reg8	1377.5__1187	1377.5	1187	CD8T	2
reg8	1381.5__533	1381.5	533	CD4T	2
reg8	1384__619	1384	619	Macrophage	2
reg8	1386__659	1386	659	Tumor	2
reg8	1388__1157.5	1388	1157.5	CD8T	2
reg8	1389__924.5	1389	924.5	Treg	2
reg8	1389__993	1389	993	CD4T	2
reg8	1390.5__1658.5	1390.5	1658.5	Bcell	2
reg8	1391__1229	1391	1229	Tumor	2
reg8	1392__688.5	1392	688.5	Stroma	2
reg8	1392.5__739	1392.5	739	Macrophage	2
reg8	1394__1180.5	1394	1180.5	Tumor	2
reg8	1394__1451.5	1394	1451.5	CD8T	2
reg8	1395__523	1395	523	CD4T	2
reg8	1396__1206	1396	1206	Macrophage	2
reg8	1396.5__717.5	1396.5	717.5	Tumor	2
reg8	1398.5__941.5	1398.5	941.5	CD8T	2
reg8	1399__1099	1399	1099	Treg	2
reg8	1399.5__1416	1399.5	1416	CD4T	2
reg8	1407__555	1407	555	Bcell	2
reg8	1409.5__909.5	1409.5	909.5	Tumor	2
reg8	1410.5__1435	1410.5	1435	Stroma	2
reg8	1412__462.5	1412	462.5	Macrophage	2
reg8	1412__501.5	1412	501.5	Tumor	2
reg8	1412__887.5	1412	887.5	CD8T	2
reg8	1413__1543.5	1413	1543.5	CD4T	2
reg8	1413__1571.5	1413	1571.5	Macrophage	2
reg8	1415.5__1115	1415.5	1115	Tumor	2
reg8	1417__1201	1417	1201	CD8T	2
reg8	1417__1383.5	1417	1383.5	Treg	2
reg8	1418__1247	1418	1247	CD4T	2
reg8	1420.5__936	1420.5	936	Bcell	2
reg8	1421__1359.5	1421	1359.5	Tumor	2
reg8	1425__1223	1425	1223	Stroma	2
reg8	1426.5__1521	1426.5	1521	Macrophage	2
reg8	1430.5__904.5	1430.5	904.5	Tumor	2
reg8	1430.5__1309	1430.5	1309	CD8T	2
reg8	1431__1079	1431	1079	CD4T	2
reg8	1431.5__1541.5	1431.5	1541.5	Macrophage	2
reg8	1432.5__1022.5	1432.5	1022.5	Tumor	2
reg8	1434__963.5	1434	963.5	CD8T	2
reg8	1434__1107.5	1434	1107.5	Treg	2
reg8	1434.5__1272	1434.5	1272	CD4T	2
reg8	1437.5__1158.5	1437.5	1158.5	Bcell	2
reg8	1442.5__987	1442.5	987	Tumor	2
reg8	1443.5__1245	1443.5	1245	Stroma	2
reg8	1443.5__1382.5	1443.5	1382.5	Macrophage	2
reg8	1445__1189	1445	1189	Tumor	2
reg8	1445.5__1351	1445.5	1351	CD8T	2
reg8	1446.5__913.5	1446.5	913.5	CD4T	2
reg8	1447__1317.5	1447	1317.5	Macrophage	2
reg8	1448__1602.5	1448	1602.5	Tumor	2
reg8	1449.5__1060.5	1449.5	1060.5	CD8T	2
reg8	1450__1274	1450	1274	Treg	2
reg8	1453.5__1573	1453.5	1573	CD4T	2
reg8	1455.5__868.5	1455.5	868.5	Bcell	2
reg8	1457__1084.5	1457	1084.5	Tumor	2
reg8	1457.5__1111	1457.5	1111	Stroma	2
reg8	1459.5__1502.5	1459.5	1502.5	Macrophage	2
reg8	1462__1069.5	1462	1069.5	Tumor	2
reg8	1462.5__944.5	1462.5	944.5	CD8T	2
reg8	1463.5__1167	1463.5	1167	CD4T	2
reg8	1464__920.5	1464	920.5	Macrophage	2
reg8	1464__1434.5	1464	1434.5	Tumor	2
reg8	1464__1551	1464	1551	CD8T	2
reg8	1466.5__1469	1466.5	1469	Treg	2
reg8	1468__1282	1468	1282	CD4T	2
reg8	1468.5__995.5	1468.5	995.5	Bcell	2
reg8	1470__1043	1470	1043	Tumor	2
reg8	1473__1368	1473	1368	Stroma	2
reg8	1473.5__967.5	1473.5	967.5	Macrophage	2
reg8	1479__1095	1479	1095	Tumor	2
reg8	1479.5__1414	1479.5	1414	CD8T	2
reg8	1481.5__883	1481.5	883	CD4T	2
reg8	1482__1071	1482	1071	Macrophage	2
reg8	1483__1220	1483	1220	Tumor	2
reg8	1483__1391.5	1483	1391.5	CD8T	2
reg8	1483__1494	1483	1494	Treg	2
reg8	1484.5__1456	1484.5	1456	CD4T	2
reg8	1485.5__1194	1485.5	1194	Bcell	2
reg8	1491.5__987.5	1491.5	987.5	Tumor	2
reg8	1492.5__1530	1492.5	1530	Stroma	2
reg8	1493.5__1183	1493.5	1183	Macrophage	2
reg8	1495__1036	1495	1036	Tumor	2
reg8	1496.5__940	1496.5	940	CD8T	2
reg8	1496.5__1315	1496.5	1315	CD4T	2
reg8	1496.5__1337.5	1496.5	1337.5	Macrophage	2
reg8	1497__1353.5	1497	1353.5	Tumor	2
reg8	1498__1372.5	1498	1372.5	CD8T	2
reg8	1499__1286.5	1499	1286.5	Treg	2
reg8	1500.5__1504	1500.5	1504	CD4T	2
reg8	1501__1415.5	1501	1415.5	Bcell	2
reg8	1502.5__1128	1502.5	1128	Tumor	2
reg8	1503__1228	1503	1228	Stroma	2
reg8	1504__883.5	1504	883.5	Macrophage	2
reg8	1504__1444.5	1504	1444.5	Tumor	2
reg8	1504.5__973	1504.5	973	CD8T	2
reg8	1506.5__1106.5	1506.5	1106.5	CD4T	2
reg8	1507.5__1091.5	1507.5	1091.5	Macrophage	2
reg8	1510.5__1153	1510.5	1153	Tumor	2
reg8	1515__1351	1515	1351	CD8T	2
reg8	1515__1479	1515	1479	Treg	2
reg8	1515__1514.5	1515	1514.5	CD4T	2
reg8	1515.5__1181.5	1515.5	1181.5	Bcell	2
reg8	1518__736	1518	736	Tumor	2
reg8	1518__947	1518	947	Stroma	2
reg8	1519__1380.5	1519	1380.5	Macrophage	2
reg8	1519.5__1598	1519.5	1598	Tumor	2
reg8	1521.5__1407.5	1521.5	1407.5	CD8T	2
reg8	1522.5__679	1522.5	679	CD4T	2
reg8	1523__1279.5	1523	1279.5	Macrophage	2
reg8	1524__1132.5	1524	1132.5	Tumor	2
reg8	1525.5__1254	1525.5	1254	CD8T	2
reg8	1529__1443	1529	1443	Treg	2
reg8	1529.5__992	1529.5	992	CD4T	2
reg8	1530__1296	1530	1296	Bcell	2
reg8	1531.5__1056.5	1531.5	1056.5	Tumor	2
reg8	1533.5__1101	1533.5	1101	Stroma	2
reg8	1534__1338	1534	1338	Macrophage	2
reg8	1535.5__954.5	1535.5	954.5	Tumor	2
reg8	1536.5__1230	1536.5	1230	CD8T	2
reg8	1537__1080	1537	1080	CD4T	2
reg8	1543__1133.5	1543	1133.5	Macrophage	2
reg8	1544.5__1306	1544.5	1306	Tumor	2
reg8	1548__731	1548	731	CD8T	2
reg8	1549__1019	1549	1019	Treg	2
reg8	1549__1324	1549	1324	CD4T	2
reg8	1549.5__1408	1549.5	1408	Bcell	2
reg8	1555.5__1248	1555.5	1248	Tumor	2
reg8	1556__1000	1556	1000	Stroma	2
reg8	1557.5__1036.5	1557.5	1036.5	Macrophage	2
reg8	1558__1154	1558	1154	Tumor	2
reg8	1559__1117	1559	1117	CD8T	2
reg8	1560.5__973	1560.5	973	CD4T	2
reg8	1563__1333.5	1563	1333.5	Macrophage	2
reg8	1564.5__1075.5	1564.5	1075.5	Tumor	2
reg8	1565.5__1284	1565.5	1284	CD8T	2
reg8	1566__1054.5	1566	1054.5	Treg	2
reg8	1567__1466	1567	1466	CD4T	2
reg8	1568.5__1195.5	1568.5	1195.5	Bcell	2
reg8	1570__1403	1570	1403	Tumor	2
reg8	1573__1018.5	1573	1018.5	Stroma	2
reg8	1575.5__1229	1575.5	1229	Macrophage	2
reg8	1576.5__1301	1576.5	1301	Tumor	2
reg8	1578.5__1151	1578.5	1151	CD8T	2
reg8	1578.5__1182.5	1578.5	1182.5	CD4T	2
reg8	1581__1114	1581	1114	Macrophage	2
reg8	1582__1253.5	1582	1253.5	Tumor	2
reg8	1588__903.5	1588	903.5	CD8T	2
reg8	1589.5__1504	1589.5	1504	Treg	2
reg8	1594__1167.5	1594	1167.5	CD4T	2
reg8	1594__1416.5	1594	1416.5	Bcell	2
reg8	1594.5__1472.5	1594.5	1472.5	Tumor	2
reg8	1595.5__1201	1595.5	1201	Stroma	2
reg8	1599.5__842.5	1599.5	842.5	Macrophage	2
reg8	1600__842.5	1600	842.5	Tumor	2
reg8	1600.5__1224.5	1600.5	1224.5	CD8T	2
reg8	1601.5__590	1601.5	590	CD4T	2
reg8	1604__919.5	1604	919.5	Macrophage	2
reg8	1604__1096	1604	1096	Tumor	2
reg8	1605.5__1442.5	1605.5	1442.5	CD8T	2
reg8	1606__1117	1606	1117	Treg	2
reg8	1608.5__1189	1608.5	1189	CD4T	2
reg8	1613.5__1130.5	1613.5	1130.5	Bcell	2
reg8	1614__1423.5	1614	1423.5	Tumor	2
reg8	1615__1033.5	1615	1033.5	Stroma	2
reg8	1617__943.5	1617	943.5	Macrophage	2
reg8	1617.5__1364.5	1617.5	1364.5	Tumor	2
reg8	1619.5__1463.5	1619.5	1463.5	CD8T	2
reg8	1620.5__853	1620.5	853	CD4T	2
reg8	1621.5__711.5	1621.5	711.5	Macrophage	2
reg8	1621.5__1173.5	1621.5	1173.5	Tumor	2
reg8	1623__912	1623	912	CD8T	2
reg8	1624__1327	1624	1327	Treg	2
reg8	1624.5__1101.5	1624.5	1101.5	CD4T	2
reg8	1626__824	1626	824	Bcell	2
reg8	1628__1123	1628	1123	Tumor	2
reg8	1629__1154.5	1629	1154.5	Stroma	2
reg8	1634__1492	1634	1492	Macrophage	2
reg8	1636__1270.5	1636	1270.5	Tumor	2
reg8	1636__1428.5	1636	1428.5	CD8T	2
reg8	1643.5__1261	1643.5	1261	CD4T	2
reg8	1644.5__1460	1644.5	1460	Macrophage	2
reg8	1645__810.5	1645	810.5	Tumor	2
reg8	1647__1042	1647	1042	CD8T	2
reg8	1650__847.5	1650	847.5	Treg	2
reg8	1652.5__995	1652.5	995	CD4T	2
reg8	1652.5__1326	1652.5	1326	Bcell	2
reg8	1654__1437.5	1654	1437.5	Tumor	2
reg8	1654__1483.5	1654	1483.5	Stroma	2
reg8	1658__870	1658	870	Macrophage	2
reg8	1664__1077	1664	1077	Tumor	2
reg8	1668__818	1668	818	CD8T	2
reg8	1672__1394.5	1672	1394.5	CD4T	2
reg8	1677__1062.5	1677	1062.5	Macrophage	2
reg8	1682.5__832.5	1682.5	832.5	Tumor	2
reg8	1687__800.5	1687	800.5	CD8T	2
reg8	1688.5__1046	1688.5	1046	Treg	2
reg8	1694__1139	1694	1139	CD4T	2
reg8	1694__1219	1694	1219	Bcell	2
reg8	1694.5__955.5	1694.5	955.5	Tumor	2
reg8	1698.5__1181.5	1698.5	1181.5	Stroma	2
reg8	1703__1275.5	1703	1275.5	Macrophage	2
reg8	1703__1303.5	1703	1303.5	Tumor	2
reg8	1703__1352	1703	1352	CD8T	2
reg8	1704.5__1385	1704.5	1385	CD4T	2
reg8	1708.5__839	1708.5	839	Macrophage	2
reg8	1709.5__814	1709.5	814	Tumor	2
reg8	1710.5__1322	1710.5	1322	CD8T	2
reg8	1711__959.5	1711	959.5	Treg	2
reg8	1716.5__1213	1716.5	1213	CD4T	2
reg8	1724.5__1361.5	1724.5	1361.5	Bcell	2
reg8	1725__849	1725	849	Tumor	2
reg8	1728.5__790.5	1728.5	790.5	Stroma	2
reg8	1733__962	1733	962	Macrophage	2
reg8	1745.5__1055.5	1745.5	1055.5	Tumor	2
reg8	1748.5__1241	1748.5	1241	CD8T	2
reg8	1761.5__1059	1761.5	1059	CD4T	2
reg8	1761.5__1261.5	1761.5	1261.5	Macrophage	2
reg8	1766__1079.5	1766	1079.5	Tumor	2
reg8	1769.5__1100.5	1769.5	1100.5	CD8T	2
reg8	1777.5__1059.5	1777.5	1059.5	Treg	2
reg8	1786.5__1080	1786.5	1080	CD4T	2
reg8	1796.5__1099	1796.5	1099	Bcell	2
reg9	434.5__1099.5	434.5	1099.5	CD4T	2
reg9	445.5__1062	445.5	1062	CD4T	2
reg9	509.5__1055.5	509.5	1055.5	CD4T	2
reg9	523__1239	523	1239	CD4T	2
reg9	538__1275.5	538	1275.5	CD4T	2
reg9	538__1344.5	538	1344.5	CD4T	2
reg9	558__1193	558	1193	CD4T	2
reg9	561__840	561	840	CD4T	2
reg9	599__601	599	601	CD4T	2
reg9	601.5__1175	601.5	1175	CD4T	2
reg9	612.5__651.5	612.5	651.5	CD4T	2
reg9	623__580	623	580	CD4T	2
reg9	625.5__1171.5	625.5	1171.5	CD4T	2
reg9	640__1261	640	1261	CD4T	2
reg9	651.5__572	651.5	572	CD4T	2
reg9	653.5__682	653.5	682	CD4T	2
reg9	660__1320	660	1320	CD4T	2
reg9	661__656.5	661	656.5	CD4T	2
reg9	662__616	662	616	CD4T	2
reg9	664.5__1274	664.5	1274	CD4T	2
reg9	665__592	665	592	CD4T	2
reg9	668__562	668	562	CD4T	2
reg9	678__571	678	571	CD4T	2
reg9	679.5__587	679.5	587	CD4T	2
reg9	686__1159	686	1159	CD4T	2
reg9	686__1184.5	686	1184.5	CD4T	2
reg9	687__1238.5	687	1238.5	CD4T	2
reg9	688__1287.5	688	1287.5	CD4T	2
reg9	696__565	696	565	CD4T	2
reg9	697.5__752	697.5	752	CD4T	2
reg9	707.5__631.5	707.5	631.5	CD4T	2
reg9	709.5__1117	709.5	1117	CD4T	2
